657.589	40.000	40.000	40.910	41.280	40.000	42.242	43.519
662.513	40.000	40.000	40.810	41.140	40.000	41.997	43.136
667.656	40.000	40.000	40.719	41.012	40.000	41.774	42.786
673.021	40.000	40.000	40.637	40.896	40.000	41.571	42.469
678.619	40.000	40.000	40.562	40.792	40.000	41.388	42.182
684.459	40.000	40.000	40.495	40.697	40.000	41.222	41.922
690.556	40.000	40.000	40.434	40.612	40.000	41.073	41.688
696.928	40.000	40.000	40.380	40.536	40.000	40.939	41.477
703.592	40.000	40.000	40.331	40.468	40.000	40.818	41.288
710.573	40.000	40.000	40.288	40.407	40.000	40.711	41.119
717.894	40.000	40.000	40.249	40.352	40.000	40.614	40.968
725.585	40.000	40.000	40.214	40.303	40.000	40.529	40.833
733.676	40.000	40.000	40.184	40.261	40.000	40.453	40.714
742.203	40.000	40.000	40.157	40.223	40.000	40.386	40.609
751.206	40.000	40.000	40.133	40.189	40.000	40.327	40.517
760.729	40.000	40.000	40.113	40.160	40.000	40.276	40.436
770.822	40.000	40.000	40.095	40.135	40.000	40.231	40.366
781.542	40.000	40.000	40.079	40.114	40.000	40.193	40.306
792.954	40.000	40.000	40.066	40.095	40.000	40.160	40.254
805.132	40.000	40.000	40.055	40.079	40.000	40.132	40.210
818.159	40.000	40.000	40.046	40.066	40.000	40.109	40.173
832.132	40.000	40.000	40.038	40.055	40.000	40.090	40.143
847.161	40.000	40.000	40.032	40.046	40.000	40.074	40.118
863.372	40.000	40.000	40.026	40.039	40.000	40.061	40.097
880.907	40.000	40.000	40.022	40.033	40.000	40.050	40.081
899.923	40.000	40.000	40.019	40.029	40.000	40.042	40.068
920.597	40.000	40.000	40.016	40.025	40.000	40.036	40.058
943.115	40.000	40.000	40.014	40.022	40.000	40.031	40.050
967.671	40.000	40.000	40.013	40.020	40.000	40.027	40.043
983.836	40.000	40.000	40.012	40.019	40.000	40.025	40.041
1000	40.000	40.000	40.011	40.018	40.000	40.023	40.038
